LOC_DIS,LOCALIDAD,DISTRITO,PROVINCIA,POBLACION,BASIN,Selected,XGD,YGD,dist_minutes_cat3,dist_minutes_cat2,dist_minutes_cat1,dist_minutes_all,urban,landc,cobVeg,cobVeg_simbol,year,cases,api,specie
QUEBRADA TIGRE_MAZAN,QUEBRADA TIGRE,MAZAN,MAYNAS,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,18,NA,Total
QUEBRADA WARMI_MAZAN,QUEBRADA WARMI,MAZAN,MAYNAS,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,10,NA,Total
SAN PEDRO_BELEN,SAN PEDRO,BELEN,MAYNAS,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,3,NA,Total
PINTOYACU_ALTO NANAY,PINTOYACU,ALTO NANAY,MAYNAS,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,19,NA,Total
SHURUNTSA_PASTAZA,SHURUNTSA,PASTAZA,DATEM DEL MARAÑON,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,Total
SAN RAIMUNDO_YAVARI,SAN RAIMUNDO,YAVARI,MARISCAL RAMON CASTILLA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,Total
TRES ESQUINAS_PUTUMAYO,TRES ESQUINAS,PUTUMAYO,PUTUMAYO,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,Total
TRANSEUNTE_YAVARI,TRANSEUNTE,YAVARI,MARISCAL RAMON CASTILLA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,Total
YAMAKAY_CAHUAPANAS,YAMAKAY,CAHUAPANAS,DATEM DEL MARAÑON,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,Total
SAN PUA DE SUNI_RAMON CASTILLA,SAN PUA DE SUNI,RAMON CASTILLA,MARISCAL RAMON CASTILLA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,Total
QUEBRADA COMANDANCIA_MAZAN,QUEBRADA COMANDANCIA,MAZAN,MAYNAS,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,3,NA,Total
SAN MARTIN DE TIPISHCA_SAN JUAN BAUTISTA,SAN MARTIN DE TIPISHCA,SAN JUAN BAUTISTA,MAYNAS,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,32,NA,Total
TIGRILLO_PUNCHANA,TIGRILLO,PUNCHANA,MAYNAS,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,Total
RONDIÑA_YAVARI,RONDIÑA,YAVARI,MARISCAL RAMON CASTILLA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,Total
TRANCAYACU_BALSAPUERTO,TRANCAYACU,BALSAPUERTO,ALTO AMAZONAS,136,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,0,Total
VILLA MARIA_MAZAN,VILLA MARIA,MAZAN,MAYNAS,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,Total
SANTA CECILIA_MAZAN,SANTA CECILIA,MAZAN,MAYNAS,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,1,NA,Total
WITOTO_PEBAS,WITOTO,PEBAS,MARISCAL RAMON CASTILLA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,6,NA,Total
SAN MANUEL NUCURAY_LAGUNAS,SAN MANUEL NUCURAY,LAGUNAS,ALTO AMAZONAS,47,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,0,Total
SAN PABLO DE TOTOYA_PUTUMAYO,SAN PABLO DE TOTOYA,PUTUMAYO,PUTUMAYO,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,Total
VILLA NUEVA VIDA_RAMON CASTILLA,VILLA NUEVA VIDA,RAMON CASTILLA,MARISCAL RAMON CASTILLA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,Total
SANTA ROSA DE LAGARTOCOCH_PUTUMAYO,SANTA ROSA DE LAGARTOCOCH,PUTUMAYO,PUTUMAYO,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,Total
SANTO HUITO_URARINAS,SANTO HUITO,URARINAS,LORETO,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,Total
SAN ROQUE_SAN JUAN BAUTISTA,SAN ROQUE,SAN JUAN BAUTISTA,MAYNAS,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,2,NA,Total
SANTA MARIA_SAN JUAN BAUTISTA,SANTA MARIA,SAN JUAN BAUTISTA,MAYNAS,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,2,NA,Total
SAN FELIPE_SAN PABLO,SAN FELIPE,SAN PABLO,MARISCAL RAMON CASTILLA,498,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,7,14.0562249,Total
SECADA VIGNETA_SAN JUAN BAUTISTA,SECADA VIGNETA,SAN JUAN BAUTISTA,MAYNAS,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,12,NA,Total
SANTA TERESA I ZONA_YAVARI,SANTA TERESA I ZONA,YAVARI,MARISCAL RAMON CASTILLA,274,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,435,1587.591241,Total
TOTOYA_PUTUMAYO,TOTOYA,PUTUMAYO,PUTUMAYO,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,Total
QUEBRADA TEMBLADERA_MAZAN,QUEBRADA TEMBLADERA,MAZAN,MAYNAS,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,Total
YANAYACU_PEBAS,YANAYACU,PEBAS,MARISCAL RAMON CASTILLA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,1,NA,Total
SCAVINO_PUNCHANA,SCAVINO,PUNCHANA,MAYNAS,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,Total
SANTA MARIA_IQUITOS,SANTA MARIA,IQUITOS,MAYNAS,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,5,NA,Total
TIMICURO GRANDE_INDIANA,TIMICURO GRANDE,INDIANA,MAYNAS,178,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,0,Total
QUEBRADA SARA_MAZAN,QUEBRADA SARA,MAZAN,MAYNAS,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,29,NA,Total
YANAYACU_PUNCHANA,YANAYACU,PUNCHANA,MAYNAS,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,8,NA,Total
QUEBRADA CAMU CAMU_MAZAN,QUEBRADA CAMU CAMU,MAZAN,MAYNAS,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,1,NA,Total
PETROPOLIS_YAVARI,PETROPOLIS,YAVARI,MARISCAL RAMON CASTILLA,149,NA,No,-70.03667502,-4.34429327,5919,5996,13,13,0,10,Bosque seco tipo sabana,Bss,2015,9,60.40268456,Total
TUCANO_YAVARI,TUCANO,YAVARI,MARISCAL RAMON CASTILLA,NA,NA,No,-70.04012363,-4.29057528,5702,5716,203,203,0,2,Bofedal,Bo,2015,0,NA,Total
ISLANDIA_YAVARI,ISLANDIA,YAVARI,MARISCAL RAMON CASTILLA,1637,NA,No,-70.04129927,-4.35201153,5937,6058,6,6,0,10,Agricultura costera y andina,Agri,2015,442,270.0061087,Total
CHINERIA_YAVARI,CHINERIA,YAVARI,MARISCAL RAMON CASTILLA,171,NA,No,-70.04330939,-4.16862941,5247,5351,233,233,0,10,Agricultura costera y andina,Agri,2015,0,0,Total
GAMBOA_YAVARI,GAMBOA,YAVARI,MARISCAL RAMON CASTILLA,139,NA,No,-70.0480375,-4.19321825,5385,5407,319,319,0,2,Areas de no bosque amazï¿½nico,Ano,2015,0,0,Total
PUERTO ALEGRIA_YAVARI,PUERTO ALEGRIA,YAVARI,MARISCAL RAMON CASTILLA,478,NA,No,-70.05286856,-4.11670285,4968,4999,0,0,0,17,Pajonal andino,Pj,2015,18,37.65690377,Total
EL ALAMO_YAGUAS,EL ALAMO,YAGUAS,PUTUMAYO,137,NA,No,-70.08688377,-2.79400665,8642,8637,4230,4230,0,2,Area urbana,U,2015,0,0,Total
SACAMBU_YAVARI,SACAMBU,YAVARI,MARISCAL RAMON CASTILLA,22,NA,No,-70.11087151,-4.24489514,5372,5367,541,541,0,17,Agricultura costera y andina,Agri,2015,30,1363.636364,Total
YAHUMA I ZONA_RAMON CASTILLA,YAHUMA I ZONA,RAMON CASTILLA,MARISCAL RAMON CASTILLA,122,NA,No,-70.12400129,-4.07231693,4641,4646,314,314,0,2,Pajonal andino,Pj,2015,5,40.98360656,Total
PRIMAVERA_YAGUAS,PRIMAVERA,YAGUAS,PUTUMAYO,137,NA,No,-70.12780663,-2.70651926,NA,NA,NA,NA,NA,NA,NA,NA,2015,0,0,Total
YAHUMA II ZONA_RAMON CASTILLA,YAHUMA II ZONA,RAMON CASTILLA,MARISCAL RAMON CASTILLA,138,NA,No,-70.14301383,-4.07120198,4614,4615,377,377,0,2,Areas de no bosque amazï¿½nico,Ano,2015,6,43.47826087,Total
SANTA ROSA DE CAUCHILLO_YAGUAS,SANTA ROSA DE CAUCHILLO,YAGUAS,PUTUMAYO,119,NA,No,-70.15526833,-2.77949,NA,NA,NA,NA,NA,NA,NA,NA,2015,0,0,Total
3 DE NOVIEMBRE_YAVARI,3 DE NOVIEMBRE,YAVARI,MARISCAL RAMON CASTILLA,14,NA,No,-70.156115,-4.201391667,5102,5097,566,566,0,2,Bosque seco tipo sabana,Bss,2015,1,71.42857143,Total
28 DE JULIO_YAVARI,28 DE JULIO,YAVARI,MARISCAL RAMON CASTILLA,59,NA,No,-70.17874167,-4.194223333,NA,NA,NA,NA,NA,NA,NA,NA,2015,16,271.1864407,Total
SAN MATEO_YAVARI,SAN MATEO,YAVARI,MARISCAL RAMON CASTILLA,NA,NA,No,-70.19419562,-4.17830583,4924,4919,553,553,0,2,Area urbana,U,2015,0,NA,Total
PUERTO ALEGRE_RAMON CASTILLA,PUERTO ALEGRE,RAMON CASTILLA,MARISCAL RAMON CASTILLA,0,NA,No,-70.19472296,-3.95154403,4298,4293,462,462,0,2,Area urbana,U,2015,12,Inf,Total
SAN FRANCISCO DE YAHUMA_RAMON CASTILLA,SAN FRANCISCO DE YAHUMA,RAMON CASTILLA,MARISCAL RAMON CASTILLA,NA,NA,No,-70.19618551,-4.01319927,4485,4480,265,265,0,2,Bofedal,Bo,2015,0,NA,Total
AMELIA_YAVARI,AMELIA,YAVARI,MARISCAL RAMON CASTILLA,0,NA,No,-70.20091752,-4.33439115,NA,NA,NA,NA,NA,NA,NA,NA,2015,2,Inf,Total
GAMBOA_RAMON CASTILLA,GAMBOA,RAMON CASTILLA,MARISCAL RAMON CASTILLA,NA,NA,No,-70.2012109,-4.05262115,4562,4557,194,194,0,2,Matorral arbustivo,Ma,2015,8,NA,Total
MARIO RIVERA_RAMON CASTILLA,MARIO RIVERA,RAMON CASTILLA,MARISCAL RAMON CASTILLA,NA,NA,No,-70.2012109,-4.0626699,4577,4572,208,208,0,2,Agricultura costera y andina,Agri,2015,3,NA,Total
CHINERIAS_RAMON CASTILLA,CHINERIAS,RAMON CASTILLA,MARISCAL RAMON CASTILLA,NA,NA,No,-70.2027559,-4.04605077,4556,4552,188,188,0,2,Area urbana,U,2015,4,NA,Total
CAMPIÑA SERRA_RAMON CASTILLA,CAMPIÑA SERRA,RAMON CASTILLA,MARISCAL RAMON CASTILLA,NA,NA,No,-70.2167199,-3.92172215,NA,NA,NA,NA,NA,NA,NA,NA,2015,2,NA,Total
PRIMAVERA_YAGUAS,PRIMAVERA,YAGUAS,PUTUMAYO,137,NA,No,-70.2328709,-2.62723352,NA,NA,NA,NA,NA,NA,NA,NA,2015,0,0,Total
BELLAVISTA CALLARU_RAMON CASTILLA,BELLAVISTA CALLARU,RAMON CASTILLA,MARISCAL RAMON CASTILLA,1804,NA,No,-70.25044218,-4.05316241,4373,4368,0,0,0,10,Areas de no bosque amazï¿½nico,Ano,2015,76,42.1286031,Total
NUEVO PARAISO_RAMON CASTILLA,NUEVO PARAISO,RAMON CASTILLA,MARISCAL RAMON CASTILLA,115,NA,No,-70.25594333,-4.098128333,NA,NA,NA,NA,NA,NA,NA,NA,2015,10,86.95652174,Total
ERENE_RAMON CASTILLA,ERENE,RAMON CASTILLA,MARISCAL RAMON CASTILLA,NA,NA,No,-70.27542969,-4.10149024,4502,4497,225,225,0,2,Pajonal andino,Pj,2015,218,NA,Total
ERENE_RAMON CASTILLA,ERENE,RAMON CASTILLA,MARISCAL RAMON CASTILLA,NA,NA,No,-70.27542969,-4.10149024,4229,4224,188,188,0,2,Areas de no bosque amazï¿½nico,Ano,2015,218,NA,Total
ERENE_RAMON CASTILLA,ERENE,RAMON CASTILLA,MARISCAL RAMON CASTILLA,NA,NA,No,-70.2804394,-4.01126753,4229,4224,188,188,0,2,Areas de no bosque amazï¿½nico,Ano,2015,218,NA,Total
ERENE_RAMON CASTILLA,ERENE,RAMON CASTILLA,MARISCAL RAMON CASTILLA,NA,NA,No,-70.2804394,-4.01126753,4502,4497,225,225,0,2,Pajonal andino,Pj,2015,218,NA,Total
SIMON RIVERA_YAVARI,SIMON RIVERA,YAVARI,MARISCAL RAMON CASTILLA,NA,NA,No,-70.28323833,-4.171491667,NA,NA,NA,NA,NA,NA,NA,NA,2015,8,NA,Total
UNION FAMILIAR_YAVARI,UNION FAMILIAR,YAVARI,MARISCAL RAMON CASTILLA,61,NA,No,-70.28475488,-4.18005914,NA,NA,NA,NA,NA,NA,NA,NA,2015,18,295.0819672,Total
SAN SEBASTIAN_YAVARI,SAN SEBASTIAN,YAVARI,MARISCAL RAMON CASTILLA,125,NA,No,-70.28607333,-4.162026667,NA,NA,NA,NA,NA,NA,NA,NA,2015,162,1296,Total
SAN SEBASTIAN_YAVARI,SAN SEBASTIAN,YAVARI,MARISCAL RAMON CASTILLA,125,NA,No,-70.28846868,-4.15995785,4621,4616,476,476,0,10,Agricultura costera y andina,Agri,2015,162,1296,Total
VISTA ALEGRE_RAMON CASTILLA,VISTA ALEGRE,RAMON CASTILLA,MARISCAL RAMON CASTILLA,305,NA,No,-70.28996539,-3.88067589,3915,3910,301,301,0,11,Area urbana,U,2015,7,22.95081967,Total
PUERTO LIBANO_YAVARI,PUERTO LIBANO,YAVARI,MARISCAL RAMON CASTILLA,23,NA,No,-70.29205333,-4.15724,NA,NA,NA,NA,NA,NA,NA,NA,2015,7,304.3478261,Total
SANTA RITA_YAVARI,SANTA RITA,YAVARI,MARISCAL RAMON CASTILLA,52,NA,No,-70.2998108,-4.24272085,NA,NA,NA,NA,NA,NA,NA,NA,2015,12,230.7692308,Total
NUEVO REMANSO_YAVARI,NUEVO REMANSO,YAVARI,MARISCAL RAMON CASTILLA,NA,NA,No,-70.31812461,-4.14244477,4560,4556,457,457,0,17,Bosque de terraza alta,Bta,2015,1,NA,Total
SAN ANTONIO DE CACAO_RAMON CASTILLA,SAN ANTONIO DE CACAO,RAMON CASTILLA,MARISCAL RAMON CASTILLA,169,NA,No,-70.32620825,-3.81186346,3613,3608,12,12,0,11,Area urbana,U,2015,0,0,Total
SAN PEDRO DE CACAO_RAMON CASTILLA,SAN PEDRO DE CACAO,RAMON CASTILLA,MARISCAL RAMON CASTILLA,222,NA,No,-70.33528702,-3.85188915,3684,3679,170,170,0,10,Matorral arbustivo,Ma,2015,3,13.51351351,Total
SAN JOSE DE YANAYACU_RAMON CASTILLA,SAN JOSE DE YANAYACU,RAMON CASTILLA,MARISCAL RAMON CASTILLA,263,NA,No,-70.35665811,-3.94448135,3798,3794,382,382,0,2,Matorral arbustivo,Ma,2015,21,79.84790875,Total
POBRE ALEGRE_YAVARI,POBRE ALEGRE,YAVARI,MARISCAL RAMON CASTILLA,29,NA,No,-70.36398887,-4.14396502,4481,4476,547,547,0,10,Matorral arbustivo,Ma,2015,67,2310.344828,Total
SAN MIGUEL_RAMON CASTILLA,SAN MIGUEL,RAMON CASTILLA,MARISCAL RAMON CASTILLA,NA,NA,No,-70.36610689,-3.91756527,3705,3700,349,349,0,10,Area urbana,U,2015,0,NA,Total
2 DE MAYO_YAVARI,2 DE MAYO,YAVARI,MARISCAL RAMON CASTILLA,55,NA,No,-70.36864667,-4.137516667,NA,NA,NA,NA,NA,NA,NA,NA,2015,66,1200,Total
2 DE MAYO_YAVARI,2 DE MAYO,YAVARI,MARISCAL RAMON CASTILLA,55,NA,No,-70.36902287,-4.13800066,4470,4465,545,545,0,2,Pajonal andino,Pj,2015,66,1200,Total
2 DE MAYO_YAVARI,2 DE MAYO,YAVARI,MARISCAL RAMON CASTILLA,55,NA,No,-70.36902287,-4.13800066,4470,4465,545,545,0,2,Matorral arbustivo,Ma,2015,66,1200,Total
ALDEA GRAU_RAMON CASTILLA,ALDEA GRAU,RAMON CASTILLA,MARISCAL RAMON CASTILLA,NA,NA,No,-70.36990638,-3.88769928,3692,3687,375,375,0,10,Matorral arbustivo,Ma,2015,6,NA,Total
NUEVA CREACION_RAMON CASTILLA,NUEVA CREACION,RAMON CASTILLA,MARISCAL RAMON CASTILLA,55,NA,No,-70.37733224,-3.83665744,3524,3519,156,156,0,2,Areas de no bosque amazï¿½nico,Ano,2015,0,0,Total
CANAAN DE LA ESPERANZA_YAVARI,CANAAN DE LA ESPERANZA,YAVARI,MARISCAL RAMON CASTILLA,72,NA,No,-70.37872111,-4.13271102,4431,4426,497,497,0,2,Area urbana,U,2015,50,694.4444444,Total
NUEVA GALILEA_RAMON CASTILLA,NUEVA GALILEA,RAMON CASTILLA,MARISCAL RAMON CASTILLA,104,NA,No,-70.38703579,-3.94928242,3697,3692,263,263,0,2,Areas de no bosque amazï¿½nico,Ano,2015,10,96.15384615,Total
SANTA CECILIA_RAMON CASTILLA,SANTA CECILIA,RAMON CASTILLA,MARISCAL RAMON CASTILLA,195,NA,No,-70.39859664,-3.90644139,3594,3589,238,238,0,10,Areas de no bosque amazï¿½nico,Ano,2015,16,82.05128205,Total
PARAISO_YAVARI,PARAISO,YAVARI,MARISCAL RAMON CASTILLA,25,NA,No,-70.40617514,-4.13310139,4373,4368,373,373,0,2,Pajonal andino,Pj,2015,2,80,Total
PARAISO_YAVARI,PARAISO,YAVARI,MARISCAL RAMON CASTILLA,25,NA,No,-70.40617514,-4.13310139,4048,4043,462,462,0,2,Agricultura costera y andina,Agri,2015,2,80,Total
BUEN SUCESO_YAVARI,BUEN SUCESO,YAVARI,MARISCAL RAMON CASTILLA,191,NA,No,-70.42252183,-4.13212073,4338,4333,338,338,0,10,Agricultura costera y andina,Agri,2015,357,1869.109948,Total
HUAPAPA_YAGUAS,HUAPAPA,YAGUAS,PUTUMAYO,508,NA,No,-70.42687758,-2.53954401,7595,7592,3779,3779,0,2,Agricultura costera y andina,Agri,2015,0,0,Total
PUERTO SINAI_RAMON CASTILLA,PUERTO SINAI,RAMON CASTILLA,MARISCAL RAMON CASTILLA,193,NA,No,-70.43224207,-3.90638814,3479,3474,163,163,0,10,Areas de no bosque amazï¿½nico,Ano,2015,3,15.54404145,Total
NUEVO AMBIENTE_RAMON CASTILLA,NUEVO AMBIENTE,RAMON CASTILLA,MARISCAL RAMON CASTILLA,0,NA,No,-70.44064702,-3.87182389,3404,3400,207,207,0,11,Areas de no bosque amazï¿½nico,Ano,2015,0,NA,Total
SOPLIN VARGAS_YAVARI,SOPLIN VARGAS,YAVARI,MARISCAL RAMON CASTILLA,178,NA,No,-70.44601781,-4.13300336,4315,4310,258,258,0,2,Pajonal andino,Pj,2015,99,556.1797753,Total
CUSHILLO COCHA_RAMON CASTILLA,CUSHILLO COCHA,RAMON CASTILLA,MARISCAL RAMON CASTILLA,1737,NA,No,-70.44915949,-3.94208645,3534,3529,0,0,0,10,Areas de no bosque amazï¿½nico,Ano,2015,534,307.4265976,Total
SAN JUAN DE CACAO_RAMON CASTILLA,SAN JUAN DE CACAO,RAMON CASTILLA,MARISCAL RAMON CASTILLA,69,NA,No,-70.4494816,-3.89432904,3397,3392,190,190,0,10,Areas de no bosque amazï¿½nico,Ano,2015,7,101.4492754,Total
SANTA ROSA DEL CAÑO_RAMON CASTILLA,SANTA ROSA DEL CAÑO,RAMON CASTILLA,MARISCAL RAMON CASTILLA,NA,NA,No,-70.4752784,-3.89996089,NA,NA,NA,NA,NA,NA,NA,NA,2015,44,NA,Total
JAPON_YAVARI,JAPON,YAVARI,MARISCAL RAMON CASTILLA,69,NA,No,-70.49507006,-4.12469868,4175,4171,113,113,0,2,Areas de no bosque amazï¿½nico,Ano,2015,76,1101.449275,Total
SAN MARTIN DE PORRES_RAMON CASTILLA,SAN MARTIN DE PORRES,RAMON CASTILLA,MARISCAL RAMON CASTILLA,NA,NA,No,-70.50989508,-3.90049353,3351,3346,19,19,0,10,Bosque de terraza baja,Btb,2015,9,NA,Total
SANTA TERESA_YAVARI,SANTA TERESA,YAVARI,MARISCAL RAMON CASTILLA,NA,NA,No,-70.51594915,-4.14006226,4222,4217,0,0,0,10,Agricultura costera y andina,Agri,2015,279,NA,Total
CABALLO COCHA_RAMON CASTILLA,CABALLO COCHA,RAMON CASTILLA,MARISCAL RAMON CASTILLA,NA,NA,No,-70.51679052,-3.9059914,3363,3358,0,0,1,13,Areas de no bosque amazï¿½nico,Ano,2015,1069,NA,Total
VILLA SAN ESTEBAN_RAMON CASTILLA,VILLA SAN ESTEBAN,RAMON CASTILLA,MARISCAL RAMON CASTILLA,47,NA,No,-70.51703925,-3.94796562,3484,3479,120,120,0,2,Herbazal hidrofï¿½tico,Hehi,2015,0,0,Total
EDEN DE LA FRONTERA_RAMON CASTILLA,EDEN DE LA FRONTERA,RAMON CASTILLA,MARISCAL RAMON CASTILLA,33,NA,No,-70.51908728,-3.94269752,3473,3468,109,109,0,2,Bosque seco tipo sabana,Bss,2015,38,1151.515152,Total
SANCHEZ CERRO_RAMON CASTILLA,SANCHEZ CERRO,RAMON CASTILLA,MARISCAL RAMON CASTILLA,NA,NA,No,-70.52281439,-3.91595564,3381,3376,17,17,1,13,Areas de no bosque amazï¿½nico,Ano,2015,0,NA,Total
SANTA RITA DEL CAÑO_RAMON CASTILLA,SANTA RITA DEL CAÑO,RAMON CASTILLA,MARISCAL RAMON CASTILLA,NA,NA,No,-70.52415886,-3.91696072,NA,NA,NA,NA,NA,NA,NA,NA,2015,0,NA,Total
PRIMAVERA_RAMON CASTILLA,PRIMAVERA,RAMON CASTILLA,MARISCAL RAMON CASTILLA,87,NA,No,-70.52841375,-3.94677808,3501,3497,138,138,0,2,Areas de no bosque amazï¿½nico,Ano,2015,114,1310.344828,Total
SAN FRANCISCO DE MARICHIN_RAMON CASTILLA,SAN FRANCISCO DE MARICHIN,RAMON CASTILLA,MARISCAL RAMON CASTILLA,181,NA,No,-70.53310939,-3.93231489,3441,3436,77,77,0,17,Pajonal andino,Pj,2015,277,1530.38674,Total
PUERTO INCA_RAMON CASTILLA,PUERTO INCA,RAMON CASTILLA,MARISCAL RAMON CASTILLA,56,NA,No,-70.54309284,-3.89201981,3298,3293,102,102,0,2,Bosque de terraza baja,Btb,2015,5,89.28571429,Total
SANTA TERESA II ZONA_YAVARI,SANTA TERESA II ZONA,YAVARI,MARISCAL RAMON CASTILLA,128,NA,No,-70.54888877,-4.1338352,4263,4258,102,102,0,10,Pajonal andino,Pj,2015,44,343.75,Total
CENTRO UNIDO_RAMON CASTILLA,CENTRO UNIDO,RAMON CASTILLA,MARISCAL RAMON CASTILLA,NA,NA,No,-70.55158897,-3.97709808,3615,3610,251,251,0,8,Agricultura costera y andina,Agri,2015,0,NA,Total
NAZARETH_RAMON CASTILLA,NAZARETH,RAMON CASTILLA,MARISCAL RAMON CASTILLA,100,NA,No,-70.55179667,-4.02552,NA,NA,NA,NA,NA,NA,NA,NA,2015,0,0,Total
VILLA LUZ_RAMON CASTILLA,VILLA LUZ,RAMON CASTILLA,MARISCAL RAMON CASTILLA,37,NA,No,-70.56740667,-3.940971667,NA,NA,NA,NA,NA,NA,NA,NA,2015,33,891.8918919,Total
NUEVA ALIANZA_RAMON CASTILLA,NUEVA ALIANZA,RAMON CASTILLA,MARISCAL RAMON CASTILLA,NA,NA,No,-70.57372215,-3.93932614,NA,NA,NA,NA,NA,NA,NA,NA,2015,23,NA,Total
1 DE SETIEMBRE_RAMON CASTILLA,1 DE SETIEMBRE,RAMON CASTILLA,MARISCAL RAMON CASTILLA,43,NA,No,-70.58097114,-3.86445274,NA,NA,NA,NA,NA,NA,NA,NA,2015,0,0,Total
VILLA NUEVA ESPERANZA_RAMON CASTILLA,VILLA NUEVA ESPERANZA,RAMON CASTILLA,MARISCAL RAMON CASTILLA,29,NA,No,-70.58109726,-3.93615439,3478,3474,271,271,0,2,Agricultura costera y andina,Agri,2015,0,0,Total
TRES ESQUINAS_YAGUAS,TRES ESQUINAS,YAGUAS,PUTUMAYO,45,NA,No,-70.5958271,-2.48902124,6873,6868,3057,3057,0,11,Area urbana,U,2015,0,0,Total
PALESTINO_RAMON CASTILLA,PALESTINO,RAMON CASTILLA,MARISCAL RAMON CASTILLA,NA,NA,No,-70.59828514,-4.02340039,3744,3739,519,519,0,2,Bosque de llanura meï¿½ndrica,Bllm,2015,106,NA,Total
NUEVA VIDA_RAMON CASTILLA,NUEVA VIDA,RAMON CASTILLA,MARISCAL RAMON CASTILLA,56,NA,No,-70.60076333,-3.935551667,NA,NA,NA,NA,NA,NA,NA,NA,2015,0,0,Total
SAN SALVADOR_RAMON CASTILLA,SAN SALVADOR,RAMON CASTILLA,MARISCAL RAMON CASTILLA,101,NA,No,-70.60125226,-3.84742514,3286,3281,228,228,0,2,Area urbana,U,2015,0,0,Total
SAN MARTIN DE ARAHUANA_RAMON CASTILLA,SAN MARTIN DE ARAHUANA,RAMON CASTILLA,MARISCAL RAMON CASTILLA,90,NA,No,-70.60569464,-3.93543715,3472,3467,342,342,0,10,Cardonal,Car,2015,59,655.5555556,Total
SANTA ROSA DE LIMA_RAMON CASTILLA,SANTA ROSA DE LIMA,RAMON CASTILLA,MARISCAL RAMON CASTILLA,59,NA,No,-70.6057937,-3.59190279,4228,4223,1222,1222,0,2,Bosque de terraza baja,Btb,2015,49,830.5084746,Total
SAN MARTIN DE ARAHUANA_RAMON CASTILLA,SAN MARTIN DE ARAHUANA,RAMON CASTILLA,MARISCAL RAMON CASTILLA,90,NA,No,-70.60635,-3.936898333,3472,3467,342,342,0,10,Cardonal,Car,2015,59,655.5555556,Total
TUPAC AMARU_RAMON CASTILLA,TUPAC AMARU,RAMON CASTILLA,MARISCAL RAMON CASTILLA,112,NA,No,-70.60971845,-3.8747821,3263,3258,232,232,0,17,Area urbana,U,2015,17,151.7857143,Total
NUEVA PALESTINA_RAMON CASTILLA,NUEVA PALESTINA,RAMON CASTILLA,MARISCAL RAMON CASTILLA,146,NA,No,-70.61038077,-3.93617453,3466,3461,349,349,0,10,Agricultura costera y andina,Agri,2015,0,0,Total
